lon,lat,mean_skt,min_skt,mean_wind,max_wind
58.0,18.0,26.290802,20.614105,6.465677,15.490849
58.0,19.0,25.467997,20.147888,6.133996,14.572025
58.0,20.0,25.14778,20.751495,5.268967,11.996587
58.0,21.0,31.754566,15.496033,3.5594022,10.040257
58.0,22.0,32.785606,14.715973,2.584222,9.635845
58.0,23.0,33.2297,12.779236,1.3118962,6.9041657
58.0,24.0,27.882528,21.557556,2.661523,14.24665
58.0,25.0,27.837534,21.492554,3.528295,14.5659075
58.0,26.0,30.92685,8.334961,1.746453,8.956008
58.0,27.0,27.470804,2.661377,1.8475325,5.861093
58.0,28.0,29.569288,5.5198364,1.6840296,5.1785235
58.0,29.0,21.25481,-12.842041,1.6603069,7.167471
58.0,30.0,25.971317,-0.06704712,1.8076022,7.117955
58.0,31.0,29.503464,2.2201233,3.004541,10.929707
58.0,32.0,27.009775,-1.7710876,3.5520473,9.5709305
58.0,33.0,23.144852,-4.1607056,3.29471,9.365834
58.0,34.0,21.664265,-12.933075,2.497316,9.894359
58.0,35.0,21.452414,-11.79837,2.8545823,9.950917
58.0,36.0,18.466867,-15.454681,2.1986601,8.609932
58.0,37.0,9.661737,-25.980347,1.9485427,5.2915416
58.0,38.0,13.365694,-22.128342,1.0864755,3.8651385
58.0,39.0,20.832766,-18.464874,4.0661235,14.437035
58.0,40.0,18.366419,-22.672638,4.0088487,13.0701685
58.0,41.0,17.359407,-18.488602,3.893512,10.602929
58.0,42.0,16.506426,-20.525467,4.1092367,11.561278
58.0,43.0,14.918799,-24.507812,4.1294785,10.809434
58.0,44.0,13.322375,-27.118057,4.364618,13.647555
58.0,45.0,12.424545,-25.984009,4.1861134,13.9227705
58.0,46.0,11.857928,-28.450714,4.209138,13.812313
58.0,47.0,9.999341,-30.529968,3.7099614,10.96568
58.0,48.0,8.801177,-32.313843,3.8724604,13.30182
58.0,49.0,7.620687,-36.75116,3.7802248,14.150035
58.0,50.0,5.984788,-35.3217,4.039361,14.063236
58.0,51.0,5.2974377,-33.53636,3.439224,11.498314
58.0,52.0,4.4307814,-31.785858,3.1054409,9.151108
58.0,53.0,2.5231113,-36.967453,3.1133134,8.74744
58.0,54.0,1.0217527,-37.881134,2.5012665,7.6947737
58.0,55.0,2.9690878,-37.86406,2.7598562,8.38679
58.0,56.0,3.1519225,-38.682007,3.026137,8.1011305
58.0,57.0,2.5435784,-39.102097,2.9205787,7.2188287
58.0,58.0,1.9461814,-41.83354,2.9182787,7.142322
58.0,59.0,0.7434071,-42.734497,2.74918,7.626522
58.0,60.0,0.3244692,-43.67737,2.7778141,7.6942415
58.0,61.0,0.15658581,-42.294495,2.768839,6.989391
58.0,62.0,0.19682245,-41.801163,2.8768935,7.333488
58.0,63.0,-0.94000375,-42.904022,2.8706987,7.19643
58.0,64.0,-1.1913304,-43.46031,2.904336,7.306369
58.0,65.0,-1.833536,-46.75345,3.4138932,9.851684
58.0,66.0,-2.1125507,-46.38884,4.02397,11.945166
58.0,67.0,-2.9239562,-45.78409,5.348204,15.539007
58.0,68.0,-3.6856894,-43.90239,5.3652883,17.140581
58.0,69.0,-1.7843529,-30.603058,6.2107277,20.992418
58.0,70.0,-1.0234041,-30.052856,6.552631,19.084192
58.0,71.0,-2.540756,-31.70221,6.160756,17.11278
58.0,72.0,-3.3054514,-32.597244,6.069666,18.428991
58.0,73.0,-4.3851395,-32.75818,5.675658,18.400473
58.0,74.0,-8.250274,-41.42682,3.4746535,12.84283
58.0,75.0,-12.94135,-46.317535,3.4233356,14.045762
58.0,76.0,-0.9519079,-29.484848,5.656128,21.716259
58.0,77.0,-0.6709191,-31.358673,6.520719,18.47383
58.0,78.0,-3.3702497,-32.09648,6.499339,18.010675
58.0,79.0,-6.3083496,-33.21492,6.2440057,17.624296
58.0,80.0,-7.174725,-28.969559,5.8800073,17.325619
58.0,81.0,-9.710307,-40.75508,3.8580003,13.130799
58.0,82.0,-8.350812,-35.395187,6.0448737,18.169394
58.0,83.0,-10.106168,-35.09459,5.9323325,19.881374
58.0,84.0,-11.102132,-36.633118,5.8200617,19.681967
58.0,85.0,-11.648263,-36.415176,5.7792077,18.415363
58.0,86.0,-12.104248,-36.987762,5.749653,18.420822
58.0,87.0,-12.475984,-38.23398,5.7060423,18.207922
58.0,88.0,-12.738156,-37.19873,5.6537137,18.583513
58.0,89.0,-12.962118,-37.892685,5.561614,18.29414
58.0,90.0,-13.246645,-38.626266,0.3610948,12.171835
59.0,-90.0,-46.4445,-70.21959,0.5943188,9.768472
59.0,-89.0,-46.60916,-68.58858,6.563257,15.534982
59.0,-88.0,-48.797092,-72.90054,5.613712,13.380052
59.0,-87.0,-48.679512,-71.67937,6.0092187,14.510574
59.0,-86.0,-49.23483,-72.58276,6.685682,16.499002
59.0,-85.0,-50.70246,-76.55316,6.467953,16.774271
59.0,-84.0,-50.907547,-76.54529,6.729666,17.301561
59.0,-83.0,-52.348442,-76.55513,6.49073,16.812836
59.0,-82.0,-54.760677,-79.237564,5.143031,14.924991
59.0,-81.0,-55.16256,-80.16193,4.724598,14.337286
59.0,-80.0,-53.394005,-78.21115,5.08105,14.437079
59.0,-79.0,-50.26522,-73.71295,6.040874,15.1971035
59.0,-78.0,-46.296616,-67.26993,7.054114,16.34692
59.0,-77.0,-44.54827,-65.581726,7.303017,15.397913
59.0,-76.0,-41.090416,-62.403427,9.792911,18.48162
59.0,-75.0,-37.767883,-59.09485,10.123529,19.086643
59.0,-74.0,-37.57808,-57.609634,9.006536,17.411215
59.0,-73.0,-38.0234,-57.13521,9.506024,18.369526
59.0,-72.0,-38.2538,-58.262543,9.217077,19.05104
59.0,-71.0,-39.658497,-59.30667,7.641491,18.144617
59.0,-70.0,-38.055187,-58.586426,9.167077,20.875685
59.0,-69.0,-32.84492,-53.927155,10.127579,22.945135
59.0,-68.0,-23.864601,-43.614075,9.729682,23.285696
59.0,-67.0,-11.200222,-29.9617,6.480659,29.595997
59.0,-66.0,-10.609658,-29.42575,6.959739,26.96186
59.0,-65.0,-8.082887,-28.894974,7.356515,25.678267
59.0,-64.0,-5.7675037,-29.088715,7.224217,24.030613
59.0,-63.0,-4.295934,-25.317245,7.1556354,21.303469
59.0,-62.0,-3.135777,-21.279114,7.3066335,20.923906
59.0,-61.0,-2.0848389,-20.27208,7.655968,21.344675
59.0,-60.0,-1.1277416,-18.997955,8.128393,21.823431
59.0,-59.0,-0.3916099,-15.326965,8.641166,20.625519
59.0,-58.0,0.16976008,-13.206146,9.143242,21.160519
59.0,-57.0,0.8453084,-8.057404,9.640373,21.77162
59.0,-56.0,1.2843324,-0.8541565,9.998741,21.480293
59.0,-55.0,1.6354902,-0.3361206,10.304012,20.712515
59.0,-54.0,2.033901,0.20632935,10.557914,20.748034
59.0,-53.0,2.4235404,0.3644104,10.733998,20.398771
59.0,-52.0,2.901586,0.69610596,10.833675,20.652561
59.0,-51.0,3.3144448,0.53274536,10.781414,20.382202
59.0,-50.0,3.6381733,0.84536743,10.624248,20.26181
59.0,-49.0,4.3151345,1.5827026,10.527128,20.422647
59.0,-48.0,5.1818757,2.3460083,10.418651,20.408365
59.0,-47.0,6.4651337,2.9118958,10.313233,21.266151
59.0,-46.0,7.9127326,4.107361,10.151785,21.976385
59.0,-45.0,9.529985,4.542816,9.890917,22.047438
59.0,-44.0,12.001611,5.3384705,9.763946,21.360971
59.0,-43.0,14.231282,8.294342,9.643341,21.331495
59.0,-42.0,15.186555,10.230103,9.314521,20.569408
59.0,-41.0,15.46087,12.565765,8.8261385,21.152184
59.0,-40.0,15.70592,12.676239,8.385834,20.529663
59.0,-39.0,16.075645,13.015686,8.011915,19.924822
59.0,-38.0,16.470463,12.976898,7.6389923,20.004412
59.0,-37.0,16.86179,13.328003,7.2727036,19.769484
59.0,-36.0,17.370083,13.626709,6.9441094,19.673712
59.0,-35.0,18.045212,13.964233,6.7074347,19.3762
59.0,-34.0,18.701027,14.48114,6.506224,18.528353
59.0,-33.0,19.36083,15.22821,6.339929,18.298088
59.0,-32.0,20.07198,15.759094,6.241934,17.861555
59.0,-31.0,20.907635,16.525177,6.236035,17.362904
59.0,-30.0,21.615934,17.257507,6.25617,17.85559
59.0,-29.0,22.206507,17.411224,6.272958,18.385056
59.0,-28.0,22.82695,18.30545,6.317984,19.092655
59.0,-27.0,23.411903,19.560974,6.4113417,16.791744
59.0,-26.0,23.93961,20.165161,6.5326505,17.680851
59.0,-25.0,24.429174,20.70813,6.6428685,18.47276
59.0,-24.0,24.726284,21.258514,6.7531323,19.16879
59.0,-23.0,24.995483,21.826508,6.8829126,18.734549
59.0,-22.0,25.293394,22.027435,7.016435,16.27316
59.0,-21.0,25.535332,22.201752,7.120256,18.419687
59.0,-20.0,25.766483,22.345734,7.277076,18.877487
59.0,-19.0,26.00185,22.683777,7.4576354,20.45824
59.0,-18.0,26.22928,23.005402,7.561178,21.750147
59.0,-17.0,26.350239,23.218262,7.5714235,21.057028
59.0,-16.0,26.535986,23.447388,7.570529,20.31603
59.0,-15.0,26.774416,23.60907,7.5032115,19.932339
59.0,-14.0,26.922232,23.860352,7.3639126,20.874804
59.0,-13.0,27.127464,23.918182,7.199753,20.98079
59.0,-12.0,27.32502,24.13501,6.972672,20.507534
59.0,-11.0,27.455463,24.23825,6.712488,19.515879
59.0,-10.0,27.593994,24.13501,6.4393153,16.316357
59.0,-9.0,27.707514,24.42331,6.179812,14.961388
59.0,-8.0,27.851551,24.676056,5.9399786,14.138681
59.0,-7.0,27.977736,24.739105,5.6674504,13.369636
59.0,-6.0,28.092564,24.772614,5.391718,13.836643
59.0,-5.0,28.233713,25.32132,5.1263037,12.642589
59.0,-4.0,28.389708,25.558105,4.8820186,11.585604
59.0,-3.0,28.561684,25.90445,4.6884828,10.792726
59.0,-2.0,28.677673,26.173431,4.5428934,10.75428
59.0,-1.0,28.73489,26.345947,4.437423,11.694976
59.0,0.0,28.737988,26.006866,4.379409,10.95947
59.0,1.0,28.709454,25.486786,4.4039893,10.411389
59.0,2.0,28.675303,25.341553,4.545776,11.027888
59.0,3.0,28.630138,25.569183,4.805955,11.895826
59.0,4.0,28.577105,25.806671,5.1566772,12.536319
59.0,5.0,28.485981,26.050018,5.568319,13.281656
59.0,6.0,28.333769,25.798553,5.976198,13.822959
59.0,7.0,28.155916,25.590118,6.3465505,14.958505
59.0,8.0,27.95906,25.553131,6.6586633,15.732933
59.0,9.0,27.713203,25.118195,6.8615108,15.593575
59.0,10.0,27.507692,24.033295,7.027105,15.789076
59.0,11.0,27.30827,24.060394,7.1138597,16.588726
59.0,12.0,27.140789,23.881775,7.1730113,17.582584
59.0,13.0,26.983278,23.616852,7.176794,19.24377
59.0,14.0,26.865978,23.4805,7.1219807,17.340538
59.0,15.0,26.761127,23.135712,7.0012684,18.15134
59.0,16.0,26.634813,22.659729,6.7378936,18.35
59.0,17.0,26.599365,22.429138,6.4943175,15.925012
59.0,18.0,26.591654,22.6904,6.3265853,15.770829
59.0,19.0,26.45983,21.603607,6.173738,14.84433
59.0,20.0,25.99537,20.863708,5.86019,14.195409
59.0,21.0,26.354864,21.95871,4.9108005,12.802899
59.0,22.0,30.127811,13.434418,2.5866077,11.51571
59.0,23.0,30.633434,12.592865,0.75669247,4.590248
59.0,24.0,27.61117,21.681427,3.3498092,14.354635
59.0,25.0,27.440636,21.506348,3.7941997,16.585197
59.0,26.0,31.85473,8.537872,2.0318286,10.471209
59.0,27.0,30.662363,5.4844055,1.7949922,9.392448
59.0,28.0,27.8284,1.5306091,3.3072014,12.983012
59.0,29.0,29.462204,2.6633606,3.543033,12.505587
59.0,30.0,30.205702,2.4013367,2.9032288,12.873252
59.0,31.0,28.215406,-0.37634277,2.8035548,11.177272
59.0,32.0,23.220716,-7.509674,2.8727443,11.18607
59.0,33.0,17.913954,-19.270554,2.8915105,10.053437
59.0,34.0,17.50858,-17.909286,2.3729944,7.5086517
59.0,35.0,19.558645,-18.1772,2.8261712,9.352899
59.0,36.0,15.139983,-19.747284,2.1052215,7.178394
59.0,37.0,9.474164,-26.362518,1.6654897,4.9138474
59.0,38.0,20.010721,-20.427872,2.690704,8.786166
59.0,39.0,20.314745,-20.605728,3.9874277,13.348622
59.0,40.0,17.873297,-23.937683,3.8938067,11.332843
59.0,41.0,16.7848,-19.065674,3.896989,10.595423
59.0,42.0,14.363809,-22.645142,3.1163158,9.757244
59.0,43.0,13.037738,-24.499878,2.7635725,8.18265
59.0,44.0,13.822072,-24.224487,4.048701,11.767146
59.0,45.0,12.759341,-22.863586,4.3896637,13.094537
59.0,46.0,10.449529,-25.201904,3.9400656,12.728594
59.0,47.0,9.953126,-29.75061,3.6016412,11.104143
59.0,48.0,8.840486,-32.05194,3.622915,11.9409
59.0,49.0,7.0240417,-34.897003,3.927748,13.693683
59.0,50.0,6.4259496,-35.555695,3.815828,14.261124
59.0,51.0,5.859894,-35.636307,3.356704,11.601056
59.0,52.0,5.066543,-35.64023,2.9758024,9.072255
59.0,53.0,4.1259694,-38.705612,2.827208,9.400267
59.0,54.0,2.0749447,-39.946304,2.7788248,8.327625
59.0,55.0,1.906985,-37.726425,2.7812746,7.8920407
59.0,56.0,2.6980789,-38.249435,3.0554194,8.062842
59.0,57.0,2.161127,-37.30957,2.9661891,6.8917418
59.0,58.0,1.5340445,-40.296387,2.9854276,7.089257
59.0,59.0,-0.04394483,-39.91162,3.138042,8.027544
59.0,60.0,-1.2346473,-43.275467,2.8029013,8.007419
59.0,61.0,-2.2227392,-44.616425,2.514303,7.2541175
59.0,62.0,-1.6081681,-43.098312,2.9357402,7.7079625
59.0,63.0,-2.9564486,-47.839294,2.71271,7.65278
59.0,64.0,-3.6161683,-46.91739,2.4328322,7.2665715
59.0,65.0,-4.2229557,-45.153564,2.9373922,8.706816
59.0,66.0,-2.5079632,-46.101562,3.871308,12.237635
59.0,67.0,-3.1373794,-45.817505,5.25347,15.552668
59.0,68.0,-3.7651243,-45.69452,5.4416294,18.106314
59.0,69.0,-2.2111323,-30.226578,6.175708,20.793673
59.0,70.0,-2.9800866,-34.92868,6.1618104,18.505018
59.0,71.0,-2.420112,-31.268234,6.2940607,17.91394
59.0,72.0,-3.220386,-32.738556,6.1413255,17.75442
59.0,73.0,-4.2572837,-33.49022,5.761159,18.787083
59.0,74.0,-5.4485793,-34.363556,4.81692,16.897821
59.0,75.0,-12.401716,-45.51358,3.8605406,16.714598
59.0,76.0,-2.1758983,-31.257172,4.9710116,20.048498
59.0,77.0,-0.855417,-31.69049,6.4643693,18.205368
59.0,78.0,-3.4707031,-32.481003,6.4923806,18.112492
59.0,79.0,-6.3950176,-33.45305,6.2295275,17.702827
59.0,80.0,-7.377165,-29.584396,6.0381083,17.56092
59.0,81.0,-9.116379,-38.3562,4.5572143,14.845472
59.0,82.0,-8.452793,-35.54158,6.0344176,18.255924
59.0,83.0,-10.170195,-35.354187,5.9194045,19.693659
59.0,84.0,-11.122453,-36.704437,5.819768,19.616255
59.0,85.0,-11.657923,-36.46669,5.779004,18.441122
59.0,86.0,-12.109831,-37.09871,5.750298,18.399853
59.0,87.0,-12.476636,-38.323135,5.7023287,18.18002
59.0,88.0,-12.7372265,-37.237396,5.6557946,18.542223
59.0,89.0,-12.963101,-37.90805,5.562361,18.276367
59.0,90.0,-13.246645,-38.626266,0.3610948,12.171835
60.0,-90.0,-46.4445,-70.21959,0.5943188,9.768472
60.0,-89.0,-46.63607,-68.67313,6.5832286,15.412649
60.0,-88.0,-48.885757,-73.04408,5.5652137,13.323382
60.0,-87.0,-48.731735,-71.75217,5.979079,14.485045
60.0,-86.0,-49.282177,-72.62695,6.686237,16.508831
60.0,-85.0,-50.7367,-76.574814,6.462582,16.781494
60.0,-84.0,-50.94686,-76.502014,6.734019,17.297527
60.0,-83.0,-52.47329,-76.40953,6.4313226,16.696728
60.0,-82.0,-54.7538,-79.270645,5.136506,14.8088875
60.0,-81.0,-55.17126,-79.72035,4.7692494,14.56388
60.0,-80.0,-53.091984,-77.27304,5.1986065,14.597399
60.0,-79.0,-49.790424,-72.96915,6.183478,15.417675
60.0,-78.0,-45.644745,-66.72266,7.153947,16.496792
60.0,-77.0,-43.574375,-64.52904,7.332841,15.668782
60.0,-76.0,-40.30744,-60.95781,9.979081,18.828943
60.0,-75.0,-36.41855,-57.167725,10.274062,19.60139
60.0,-74.0,-36.072212,-56.12059,9.5651655,18.482044
60.0,-73.0,-36.19459,-54.985535,10.396096,19.717012
60.0,-72.0,-36.65286,-56.25949,9.487611,19.171625
60.0,-71.0,-38.745785,-58.294235,7.787831,18.245617
60.0,-70.0,-37.53108,-57.920822,9.640446,21.256071
60.0,-69.0,-31.542212,-53.259598,10.509356,23.65576
60.0,-68.0,-22.927673,-43.477844,10.76057,26.25672
60.0,-67.0,-11.507112,-30.593475,5.915155,30.509464
60.0,-66.0,-10.528241,-30.784363,6.936422,26.75838
60.0,-65.0,-8.068641,-29.566513,7.2480483,24.81573
60.0,-64.0,-5.752528,-28.774109,7.193916,23.84805
60.0,-63.0,-4.2808366,-25.557251,7.162549,21.294899
60.0,-62.0,-3.1927464,-22.252457,7.304695,20.6542
60.0,-61.0,-2.1302865,-20.067749,7.660961,21.928934
60.0,-60.0,-1.0377984,-18.148544,8.167391,22.609686
60.0,-59.0,-0.25846863,-13.656433,8.673293,21.4441
60.0,-58.0,0.2651355,-11.6944275,9.151098,21.5474
60.0,-57.0,0.8879524,-6.5278625,9.63359,21.58701
60.0,-56.0,1.2999249,-1.0544434,9.992416,21.249561
60.0,-55.0,1.6445972,-0.32678223,10.28429,20.46274
60.0,-54.0,1.997679,0.12768555,10.531269,20.466156
60.0,-53.0,2.4235973,0.49005127,10.733772,20.34885
60.0,-52.0,2.9284368,0.71343994,10.845704,20.506857
60.0,-51.0,3.427031,0.9387512,10.84538,20.23521
60.0,-50.0,3.7386734,1.1226196,10.675771,20.35889
60.0,-49.0,4.390594,1.8383179,10.547892,20.439264
60.0,-48.0,5.018734,2.2515564,10.327791,20.374077
60.0,-47.0,6.270368,2.9282532,10.21151,20.38208
60.0,-46.0,8.323246,4.828705,10.199658,22.14998
60.0,-45.0,10.18034,4.775696,9.985237,21.865122
60.0,-44.0,12.327588,5.592682,9.803253,21.0028
60.0,-43.0,14.188093,6.31546,9.648417,20.99944
60.0,-42.0,14.909497,9.656097,9.284504,20.586061
60.0,-41.0,15.273926,11.019684,8.853836,21.050756
60.0,-40.0,15.624012,12.721649,8.439317,20.830559
60.0,-39.0,15.980163,12.969147,8.043957,19.786274
60.0,-38.0,16.36762,12.753815,7.6495895,20.194569
60.0,-37.0,16.768177,12.914825,7.267604,19.91861
60.0,-36.0,17.301334,13.642242,6.944934,19.790405
60.0,-35.0,17.977055,14.004974,6.711247,19.47481
60.0,-34.0,18.665216,14.68454,6.5056987,19.050806
60.0,-33.0,19.353756,14.909454,6.3425064,19.162231
60.0,-32.0,20.06574,15.462891,6.251881,19.667377
60.0,-31.0,20.86126,16.540253,6.242504,18.209837
60.0,-30.0,21.540203,17.195404,6.247224,17.345064
60.0,-29.0,22.1389,17.607147,6.2632556,18.916342
60.0,-28.0,22.765875,18.759369,6.3130455,19.73473
60.0,-27.0,23.38541,19.502075,6.419497,17.721458
60.0,-26.0,23.852604,19.999878,6.544062,18.528307
60.0,-25.0,24.294395,20.364563,6.6578937,19.847975
60.0,-24.0,24.61503,20.879974,6.811439,19.128128
60.0,-23.0,24.93195,21.701447,6.96024,18.897842
60.0,-22.0,25.215315,21.895477,7.102016,17.664461
60.0,-21.0,25.46371,22.164337,7.2500668,17.284973
60.0,-20.0,25.715967,22.300049,7.4258943,18.466995
60.0,-19.0,25.967604,22.618103,7.556257,20.674274
60.0,-18.0,26.19604,22.892517,7.640793,20.384897
60.0,-17.0,26.373661,23.15915,7.6776094,21.933037
60.0,-16.0,26.50398,23.33432,7.6507215,19.43714
60.0,-15.0,26.74448,23.544525,7.5629907,17.47459
60.0,-14.0,26.90302,23.672974,7.39904,18.02631
60.0,-13.0,27.12186,23.990204,7.2183785,17.22023
60.0,-12.0,27.333918,24.201233,6.9933796,17.729553
60.0,-11.0,27.434818,24.249939,6.696564,16.17175
60.0,-10.0,27.643425,24.384338,6.443156,15.294929
60.0,-9.0,27.70077,24.259674,6.1623087,14.224201
60.0,-8.0,27.906113,24.62857,5.918045,13.66703
60.0,-7.0,28.037224,25.006134,5.6553874,13.669829
60.0,-6.0,28.17159,25.200073,5.3832145,14.028864
60.0,-5.0,28.308115,25.601685,5.1041946,12.58797
60.0,-4.0,28.467663,25.694183,4.855156,11.678763
60.0,-3.0,28.626328,26.067017,4.641732,11.104822
60.0,-2.0,28.748484,26.628174,4.475165,10.431452
60.0,-1.0,28.823933,26.5271,4.357046,11.123375
60.0,0.0,28.825993,26.024506,4.288518,11.071122
60.0,1.0,28.806183,25.59079,4.2924104,10.304072
60.0,2.0,28.777033,25.398468,4.417311,10.622206
60.0,3.0,28.735016,25.651642,4.6521263,11.508738
60.0,4.0,28.690695,25.88321,4.980449,12.209576
60.0,5.0,28.609661,26.148163,5.3587604,12.894808
60.0,6.0,28.494347,26.335693,5.756104,13.270086
60.0,7.0,28.327978,26.0849,6.133432,14.1593
60.0,8.0,28.103777,25.422607,6.4391146,14.974339
60.0,9.0,27.890602,24.785614,6.663652,15.484039
60.0,10.0,27.65848,24.816986,6.808231,15.824879
60.0,11.0,27.433847,24.41449,6.8949113,17.185429
60.0,12.0,27.253729,24.023987,6.978847,17.818203
60.0,13.0,27.110195,23.946167,7.019847,17.516815
60.0,14.0,26.98422,23.638275,6.994293,17.573923
60.0,15.0,26.849592,23.363617,6.8905315,17.84864
60.0,16.0,26.78722,22.910095,6.6855173,16.485134
60.0,17.0,26.75687,22.59555,6.453095,16.086365
60.0,18.0,26.697733,22.91098,6.2445154,17.464802
60.0,19.0,26.618145,22.750366,6.0682063,18.584385
60.0,20.0,26.441385,21.73642,5.808414,15.08058
60.0,21.0,26.265354,21.575806,5.520998,15.919329
60.0,22.0,25.98261,22.036285,5.4774776,15.952851
60.0,23.0,26.754053,21.569397,4.696201,17.374323
60.0,24.0,27.188822,21.246307,3.8260047,16.374525
60.0,25.0,27.133488,21.262054,3.6514194,16.240046
60.0,26.0,31.207443,7.8779297,1.8478955,8.699939
60.0,27.0,30.119474,4.4304504,1.786988,9.8196745
60.0,28.0,25.057623,-1.2963257,2.5222247,7.531034
60.0,29.0,26.121698,0.24813843,1.9764285,8.03805
60.0,30.0,23.605288,-2.3995361,1.8157082,9.241318
60.0,31.0,24.206713,-4.2781982,2.7893226,11.525006
60.0,32.0,19.038273,-19.085373,2.8460398,9.68703
60.0,33.0,16.363468,-23.598633,2.8684118,9.045375
60.0,34.0,20.474876,-10.543488,2.031795,6.8144803
60.0,35.0,15.234104,-24.566315,2.4628286,8.855797
60.0,36.0,16.886028,-21.614838,1.9797535,8.3395815
60.0,37.0,17.49376,-19.455505,1.9192979,7.6371436
60.0,38.0,21.19635,-16.736145,3.3450124,10.806949
60.0,39.0,20.071392,-15.744354,3.8918335,11.814491
60.0,40.0,17.770744,-23.05603,3.8753912,10.778292
60.0,41.0,16.451635,-19.848648,3.7855573,10.655019
60.0,42.0,13.866462,-25.188416,2.799722,8.586661
60.0,43.0,13.431102,-22.062927,2.8674693,8.900913
60.0,44.0,14.093759,-23.126099,4.316728,11.638362
60.0,45.0,10.661375,-23.57373,4.866352,15.027199
60.0,46.0,10.355714,-23.336288,4.5338926,14.111213
60.0,47.0,9.759457,-30.218582,3.651901,11.350248
60.0,48.0,8.743396,-32.533386,3.7410693,12.4663925
60.0,49.0,7.935934,-34.82228,3.5425117,12.24171
60.0,50.0,6.5548334,-34.900925,3.7202563,14.148937
60.0,51.0,5.1237016,-35.850616,3.4997122,11.142942
60.0,52.0,4.8223724,-38.31433,3.208933,9.344879
60.0,53.0,4.070126,-39.74182,3.1811676,9.339271
60.0,54.0,3.539796,-39.859802,3.0322516,9.337397
60.0,55.0,2.261499,-39.881424,2.8512099,8.952468
60.0,56.0,2.1450436,-37.457047,3.165128,8.254901
60.0,57.0,2.0226874,-36.27533,3.1248841,7.8571925
60.0,58.0,1.9962518,-36.964935,3.0622122,7.486073
60.0,59.0,1.8119602,-40.50592,2.7593524,7.247866
60.0,60.0,0.9395825,-41.458313,2.6534529,7.051306
60.0,61.0,-0.28701186,-41.39926,2.6045897,7.5326614
60.0,62.0,-0.6235731,-40.69258,2.894657,7.981918
60.0,63.0,-0.8679304,-41.2583,2.8754513,7.436922
60.0,64.0,-3.682559,-43.782135,2.5230412,8.079631
60.0,65.0,-7.553448,-50.05075,1.9570115,7.0816483
60.0,66.0,-2.6568027,-47.014923,3.7036421,12.5010395
60.0,67.0,-3.41519,-45.429916,5.259489,16.12747
60.0,68.0,-3.7419422,-45.625946,5.2993503,17.476156
60.0,69.0,-2.5592082,-31.245453,6.1012588,19.793722
60.0,70.0,-3.0805674,-35.646973,6.031382,18.144411
60.0,71.0,-2.535259,-31.924683,6.3629556,18.281143
60.0,72.0,-3.3441355,-32.936768,6.216672,18.018658
60.0,73.0,-4.226504,-34.341965,5.8784475,18.78293
60.0,74.0,-5.30879,-34.84439,5.2829576,18.712257
60.0,75.0,-11.885534,-45.450073,3.544927,14.803655
60.0,76.0,-8.025686,-42.617188,4.450356,18.855118
60.0,77.0,-0.99899733,-31.967667,6.413968,17.866264
60.0,78.0,-3.5816798,-32.408783,6.4690866,18.302507
60.0,79.0,-6.4823346,-33.640427,6.186774,17.85786
60.0,80.0,-7.586959,-30.723145,6.072282,17.410028
60.0,81.0,-9.099237,-38.892975,5.0527554,16.091578
60.0,82.0,-8.577234,-35.65869,6.022003,18.395498
60.0,83.0,-10.236329,-35.621613,5.911591,19.523176
60.0,84.0,-11.133924,-36.90059,5.8184643,19.572268
60.0,85.0,-11.668215,-36.518204,5.7836556,18.464556
60.0,86.0,-12.1154375,-37.20372,5.750552,18.40521
60.0,87.0,-12.47757,-38.414276,5.7015266,18.158531
60.0,88.0,-12.7359085,-37.292877,5.6579847,18.499985
60.0,89.0,-12.964167,-37.925354,5.564794,18.262695
60.0,90.0,-13.246645,-38.626266,0.3610948,12.171835
61.0,-90.0,-46.4445,-70.21959,0.5943188,9.768472
61.0,-89.0,-46.661747,-68.75571,6.613365,15.312793
61.0,-88.0,-48.970783,-73.189575,5.5212646,13.327822
61.0,-87.0,-48.785103,-71.82892,5.953223,14.46277
61.0,-86.0,-49.318813,-72.65962,6.6857214,16.517212
61.0,-85.0,-50.74695,-76.57678,6.454298,16.776583
61.0,-84.0,-50.942772,-76.332794,6.7403874,17.253475
61.0,-83.0,-52.659145,-76.6122,6.3448334,16.544447
61.0,-82.0,-54.774483,-79.31004,5.1372685,14.993216
61.0,-81.0,-55.14788,-79.34158,4.77917,14.746413
61.0,-80.0,-52.82207,-76.615585,5.32038,14.762343
61.0,-79.0,-49.363205,-72.105606,6.2700043,15.545122
61.0,-78.0,-44.949047,-66.14151,7.4194694,16.644642
61.0,-77.0,-42.45657,-63.29535,7.5635347,16.593597
61.0,-76.0,-39.6131,-59.903748,9.661486,18.402655
61.0,-75.0,-35.323574,-55.5999,10.245401,19.9285
61.0,-74.0,-34.552288,-54.283768,10.255231,19.63877
61.0,-73.0,-34.034462,-52.48915,10.763298,20.065895
61.0,-72.0,-35.17317,-54.403046,9.737091,19.587286
61.0,-71.0,-37.569523,-57.034164,8.370611,18.721304
61.0,-70.0,-36.90653,-57.19098,10.024313,21.59059
61.0,-69.0,-30.7521,-52.755524,10.402347,23.46435
61.0,-68.0,-23.084309,-44.059753,10.257342,27.061638
61.0,-67.0,-11.150124,-30.146011,6.1680245,30.496475
61.0,-66.0,-10.415571,-31.225113,6.995753,26.910263
61.0,-65.0,-8.199053,-29.51146,7.207809,24.403488
